Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_hom_ttnb_wt_1 count	srpk3_hom_ttnb_wt_4 count	srpk3_hom_ttnb_wt_5 count	srpk3_hom_ttnb_wt_6 count	srpk3_hom_ttnb_wt_7 count	srpk3_hom_ttnb_wt_8 count	srpk3_wt_ttnb_wt_2 count	srpk3_wt_ttnb_wt_3 count	srpk3_wt_ttnb_wt_4 count	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_6 count	srpk3_wt_ttnb_wt_7 count	srpk3_hom_ttnb_wt_1 normalised count	srpk3_hom_ttnb_wt_4 normalised count	srpk3_hom_ttnb_wt_5 normalised count	srpk3_hom_ttnb_wt_6 normalised count	srpk3_hom_ttnb_wt_7 normalised count	srpk3_hom_ttnb_wt_8 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_wt_ttnb_wt_7 normalised count	% variance explained
ENSDARG00000007276	0.6239372504409864	0.9997058626486705	-0.2673355491570087	5	26111596	26118855	-1	protein_coding	ela3l	elastase 3 like [Source:ZFIN;Acc:ZDB-GENE-060710-2]	13442	4592	9191	6996	5521	1608	5549	6299	3426	9062	2462	3543	13984.433991966273	5191.958733142637	12470.490317794127	5239.40377756832	5473.131573300528	2115.369060058332	6942.755965029655	6448.092175650366	2433.007199685876	10098.095957032068	1798.598587972477	2851.280595235043	0.7307339554802487
ENSDARG00000056744	0.20915790344988722	0.9997058626486705	-0.6820674184021721	8	21376290	21381734	1	protein_coding	ela2	elastase 2 [Source:ZFIN;Acc:ZDB-GENE-041117-1]	13204	5085	7535	4641	4692	1696	6386	4907	5545	11475	2634	3907	13736.829819217575	5749.37067901357	10223.604019647344	3475.7108249992243	4651.319207014322	2231.1355260316736	7989.987311710106	5023.144674696991	3937.835645726265	12786.984231620281	1924.2521042727474	3144.2148703311636	0.6889083488897599
ENSDARG00000093844	0.2689050724514216	0.9997058626486705	-0.586624861346565	7	35068036	35069807	1	protein_coding	zgc:136461	zgc:136461 [Source:ZFIN;Acc:ZDB-GENE-060519-7]	8194	3436	5431	2674	2792	1197	4235	3385	1601	5742	1782	2939	8524.657947490823	3884.9238255832106	7368.864423451191	2002.5965839362048	2767.792673909631	1574.68704284193	5298.715356262496	3465.120180120097	1136.9657112367447	6398.506619430384	1301.8288723667563	2365.202842053568	0.6803852427767484
ENSDARG00000018263	0.6098415953484804	0.9997058626486705	-0.33605670036582336	1	9954489	9966195	1	protein_coding	pdia2	protein disulfide isomerase family A, member 2 [Source:ZFIN;Acc:ZDB-GENE-040426-705]	2829	1173	1705	1455	995	231	1213	831	1659	2144	445	557	2943.160523975047	1326.2560091411833	2313.3702526209318	1089.6701681477853	986.373105494299	303.8869731800216	1517.6721905894706	850.6690900088037	1178.1549749792377	2389.1323915114494	325.091946241979	448.2538220564265	0.680030255855924
ENSDARG00000103634	0.8223054979453825	0.9997058626486705	0.7795908993050142	12	43701777	43711918	-1	protein_coding	CU914622.2	si:ch73-329n5.6 [Source:NCBI gene;Acc:101883339]	0	547	0	0	0	390	203	0	0	178	0	257	0	618.4672097188638	0	0	0	513.055928745491	253.98800881258245	0	0	198.35147653406622	0	206.82447444973357	0.6736943915838227
ENSDARG00000009443	0.4186748105792424	0.9997058626486705	-0.49710859697140963	17	42983983	42988356	-1	protein_coding	zgc:92137	zgc:92137 [Source:ZFIN;Acc:ZDB-GENE-040801-179]	7177	3375	4507	2034	1329	1111	1267	2538	2684	6329	1628	2027	7466.618268140302	3815.9539904957323	6115.166996224364	1523.2914927921618	1317.4772434190186	1461.551632913437	1585.235503278532	2598.072383203783	1906.0686876698458	7052.62075833767	1189.325142656049	1631.2576253292216	0.6655209126048341
ENSDARG00000017314	0.7481784176188241	0.9997058626486705	-0.1805949949639812	22	7439186	7447391	1	protein_coding	cela1.6	chymotrypsin like elastase family member 1, tandem duplicate 6 [Source:ZFIN;Acc:ZDB-GENE-040808-55]	44757	17995	29279	24894	17485	5490	13807	16796	15205	34556	11140	10066	46563.10907442601	20346.101350806133	39726.19802140074	18643.470217093447	17333.400753334492	7222.2488431096035	17274.93811662722	17193.547576158682	10797.978538010433	38506.93046691681	8138.256811540777	8100.759376696569	0.6573417638752441
ENSDARG00000068680	0.6156157108112408	0.9997058626486705	-0.24752627613845846	15	37820258	37829160	-1	protein_coding	ctrl	chymotrypsin-like [Source:ZFIN;Acc:ZDB-GENE-040912-147]	14043	5171	9456	8503	5250	1964	5259	6070	6361	10383	3603	3687	14609.68654584008	5846.606839956572	12830.046398113509	6368.017484371559	5204.481209894543	2583.6970360413957	6579.915952440252	6213.671933036629	4517.325976999959	11570.13135310792	2632.1489490108993	2967.1666820862556	0.6464776035481358
ENSDARG00000079274	0.5493123235036661	0.9997058626486705	-0.31554071382639337	16	26012569	26013851	1	protein_coding	prss59.1	serine protease 59, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-030131-1173]	29217	10970	19081	15616	10923	3629	10487	9225	13020	22789	6506	7630	30396.013089069973	12403.263785403906	25889.394598392963	11695.044223914649	10828.294905843446	4774.051193377914	13121.045558707154	9443.348201361268	9246.279550469966	25394.560667049638	4752.9173084276745	6140.353074130223	0.6438659024326604
ENSDARG00000073742	0.7348438599698017	0.9997058626486705	-0.19242518772051914	16	26017360	26018694	1	protein_coding	prss59.2	serine protease 59, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-110408-10]	33262	13253	20664	19392	13862	3909	11300	11208	15207	26675	7509	7393	34604.2436721308	14984.544662530352	28037.233372527236	14522.944261664503	13741.813053630123	5142.399039656729	14138.248766414688	11473.284188710795	10799.398857449829	29724.86312666414	5485.652638946112	5949.623889520935	0.6402284784400287
ENSDARG00000021339	0.5906758081383576	0.9997058626486705	-0.2938712683967082	25	18459924	18470695	-1	protein_coding	cpa5	carboxypeptidase A5 [Source:ZFIN;Acc:ZDB-GENE-020514-1]	21017	8007	12842	12063	7945	2670	7439	7432	9964	17104	4831	5270	21865.113019577082	9053.138845007208	17424.22333381701	9034.152053860298	7876.114897640408	3512.4598198729764	9307.471909146801	7607.909358538422	7076.031447072408	19059.571093475668	3529.2566118988775	4241.108872957572	0.6324221565254856
ENSDARG00000039730	0.6430213248301841	0.9997058626486705	-0.2501422654491519	7	35062132	35066457	-1	protein_coding	zgc:112160	zgc:112160 [Source:ZFIN;Acc:ZDB-GENE-050417-229]	11783	4986	6756	6478	4885	1308	4848	3923	6042	9012	2453	2961	12258.487258394478	5637.436028625695	9166.644825048103	4851.466219423611	4842.645849587589	1720.7106533310312	6065.684072529063	4015.8541998851224	4290.785026416247	10042.379250140477	1792.0236946776954	2382.907660878059	0.6246975157455383
ENSDARG00000043722	0.18995879069921132	0.9936207970144548	-0.7779345320563515	25	16582172	16589461	-1	protein_coding	cpa4	carboxypeptidase A4 [Source:ZFIN;Acc:ZDB-GENE-040704-61]	1837	450	937	700	592	263	1083	485	1552	1305	330	401	1911.1296862998097	508.79386539943096	1271.3360273934388	524.239943438797	586.8672145252513	345.9838698976003	1355.0197711528413	496.47955313389866	1102.1678849715352	1454.2060498705418	241.07942080865857	322.71056130094615	0.6114018868255325
ENSDARG00000104773	0.4289059746575167	0.9997058626486705	-1.7541270695670552	3	7654655	7656059	-1	protein_coding	junbb	JunB proto-oncogene, AP-1 transcription factor subunit b [Source:ZFIN;Acc:ZDB-GENE-040426-2666]	292	0	237	1	331	0	222	517	519	0	385	684	303.7832707673078	0	321.5652491912967	0.7489142049125672	328.1301486619226	0	277.7602854994744	529.2369669489187	368.572894523342	0	281.2593242767683	550.4589125432598	0.607589970190207
ENSDARG00000035602	0.7553306001309888	0.9997058626486705	0.3341225276035533	5	20188438	20195350	-1	protein_coding	dao.1	D-amino-acid oxidase, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-050913-127]	7	187	93	329	189	232	30	4	428	153	469	252	7.282475669079297	211.43211739931908	126.18383196114175	246.3927734162346	187.36132355620353	305.2025012024459	37.53517371614519	4.094676726877514	303.94836003080997	170.4931230882704	342.6249950280632	202.80065198962203	0.6050189206159472
ENSDARG00000056765	0.38469251851476394	0.9997058626486705	-0.40197442332062716	8	21366771	21372485	-1	protein_coding	ela2l	elastase 2 like [Source:ZFIN;Acc:ZDB-GENE-040511-1]	14731	7158	10204	6303	5914	2518	6950	6333	6510	11671	3887	5611	15325.449868743874	8093.214418953615	13844.94431539237	4720.406233563911	5862.724166726919	3312.4995604644773	8695.648577573636	6482.896927828825	4623.139775234983	13005.393722635321	2839.62335964623	4515.533564737179	0.5975326969646267
ENSDARG00000092890	0.2527825932454955	0.9997058626486705	0.9473761860057651	22	7738966	7739549	1	protein_coding	si:ch73-44m9.5	si:ch73-44m9.5 [Source:ZFIN;Acc:ZDB-GENE-081031-86]	401	111	246	156	58	11	25	100	32	88	35	11	417.18182047154255	125.5024867985263	333.7765877681814	116.83061596636048	57.49712574740638	14.470808246667694	31.27931143012099	102.36691817193787	22.725111030340933	98.06140412920128	25.569029479706213	8.852409412245406	0.5830280328968054
ENSDARG00000063330	0.6692650832517273	0.9997058626486705	-0.11360515476951964	9	7091028	7213772	-1	protein_coding	mgat4a	alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A [Source:ZFIN;Acc:ZDB-GENE-070912-27]	2411	703	1875	1169	874	631	751	2351	1179	828	1268	1062	2508.292691164312	794.8490830573332	2544.028870184309	875.480705542791	866.4222052281582	830.0981821497559	939.6305153608346	2406.6462462222594	837.2783095241238	922.6686661247575	926.329410864785	854.6598905276928	0.5771882229044025
ENSDARG00000090428	0.6535085747572728	0.9997058626486705	-0.2366043057529019	7	35075847	35079299	1	protein_coding	ctrb1	chymotrypsinogen B1 [Source:ZFIN;Acc:ZDB-GENE-030131-1171]	33139	13331	20920	21468	13516	4714	11751	11523	15772	27944	8786	9366	34476.2801710884	15072.735599199586	28384.578114269734	16077.690151062992	13398.812958654216	6201.399097708319	14702.527544614071	11795.7399809524	11200.639099079286	31138.953147572734	6418.556943105679	7537.424232280952	0.5751544956849425
ENSDARG00000104436	0.3018853720139625	0.9997058626486705	0.7278345800587339	3	49559261	49566364	-1	protein_coding	zgc:153426	zgc:153426 [Source:ZFIN;Acc:ZDB-GENE-060929-220]	1594	2964	337	2508	1821	2697	1520	440	5238	1693	641	2651	1658.323745216057	3351.2555934309185	457.24678893445986	1878.2768259207185	1805.211482517707	3547.979076478434	1901.7821349513563	450.4144399565266	3719.8166117789315	1886.5676953492928	468.27851132833376	2133.4306683511427	0.5749150861338143
ENSDARG00000099101	0.7706694178103717	0.9997058626486705	-0.15279686465315478	12	25085751	25092570	1	protein_coding	gch2	GTP cyclohydrolase 2 [Source:ZFIN;Acc:ZDB-GENE-001205-3]	2915	1389	2188	768	587	1084	1418	2917	1893	529	750	2119	3032.6309393380216	1570.4770645329102	2968.71208958041	575.1661093728516	581.9105657539232	1426.03237630798	1774.1625443164626	2986.0430030754274	1344.3323493886057	589.4827589130396	547.9077745651331	1705.2959585952742	0.5577016124286954
ENSDARG00000071644	0.809328603888646	0.9997058626486705	-0.29612479556263765	22	6487048	6499077	-1	protein_coding	si:dkey-19a16.7	si:dkey-19a16.7 [Source:ZFIN;Acc:ZDB-GENE-060503-903]	0	113	0	189	308	121	225	0	412	219	155	326	0	127.76379286696822	0	141.5447847284752	305.3295643138132	159.17889071334463	281.5138028710889	0	292.5858045156395	244.03917618517139	113.23427341012751	262.35322439927296	0.5557258629062675
ENSDARG00000078069	0.889543788983542	0.9997058626486705	-0.09606104751545362	19	47564890	47571808	-1	protein_coding	rrm2	ribonucleotide reductase M2 polypeptide [Source:NCBI gene;Acc:30733]	252	367	7	858	529	521	322	329	522	690	703	917	262.16912408685465	414.94966355909145	9.497707782021422	642.5683878149827	524.4134400065168	685.3900996830789	402.87753121995837	336.78716078567555	370.70337368243645	768.8905551039646	513.5722206923848	737.969039184458	0.553766838457602
ENSDARG00000078674	2.651959325858479e-62	1.501870865216803e-58	5.150907121855746	3	33300522	33301321	1	protein_coding	hspb9	heat shock protein, alpha-crystallin-related, 9 [Source:ZFIN;Acc:ZDB-GENE-080214-6]	1072	1949	570	2881	1277	1316	35	37	104	39	57	96	1115.2591310361438	2203.6427636966464	773.38477653603	2157.621824353106	1265.9280961972058	1731.2348775104258	43.791036002169385	37.87575972361701	73.85661084860803	43.45903137544148	41.64099086695012	77.25739123414172	0.5483886171675226
ENSDARG00000043171	0.3891171608757418	0.9997058626486705	-0.7591767827280193	22	7486867	7492548	1	protein_coding	cela1.4	chymotrypsin like elastase family member 1, tandem duplicate 4 [Source:ZFIN;Acc:ZDB-GENE-050626-127]	444	103	214	133	96	19	80	44	115	377	30	35	461.91702815302966	116.45726252475865	290.3584950503692	99.60558925337143	95.16765640950021	24.99503242606238	100.09379657638718	45.041443995652664	81.66836776528773	420.10396996260096	21.916310982605324	28.166757220780838	0.545894144016732
ENSDARG00000018566	1.7649141201254156e-21	1.4278785558286086e-18	2.3397351725703714	25	35019693	35041057	1	protein_coding	flnca	filamin C, gamma a (actin binding protein 280) [Source:ZFIN;Acc:ZDB-GENE-070503-1]	1033	3198	1149	4915	1949	2990	458	650	1408	613	921	833	1074.685338022702	3615.828403438623	1558.9808916489449	3680.9133171452677	1932.1016910637074	3933.428787048764	573.0369853998166	665.3849681175961	999.904885335001	683.0868264909135	672.8307471659834	670.368821854584	0.5358751216809321
ENSDARG00000030722	8.62247873584001e-20	5.580714594370964e-17	2.763251661783273	2	23749614	23768832	-1	protein_coding	xirp1	xin actin binding repeat containing 1 [Source:NCBI gene;Acc:497637]	613	1971	587	3523	858	1273	226	238	380	255	367	316	637.7367978779441	2228.5171304495075	796.4506382923678	2638.424743906974	850.5609291599081	1674.6671725461795	282.76497532829376	243.63326524921212	269.86069348529855	284.15520514711733	268.10953768720515	254.30557947904984	0.5219103243708193
ENSDARG00000030915	0.19829921440849296	0.9997058626486705	-0.8793208810633728	25	18448186	18454016	-1	protein_coding	cpa1	carboxypeptidase A1 (pancreatic) [Source:ZFIN;Acc:ZDB-GENE-050522-438]	478	178	331	180	151	79	160	190	107	637	93	134	497.28905283141484	201.25624009133045	449.10589654987007	134.8045568842621	149.6907928941097	103.92671377152253	200.18759315277435	194.49714452668195	75.98709000770249	709.8308457988775	67.9405640460765	107.83844193098949	0.5215494017227813
ENSDARG00000058794	0.5069825203337976	0.9997058626486705	-0.47322766780239645	22	6073628	6082447	-1	protein_coding	si:dkey-19a16.2	si:dkey-19a16.2 [Source:ZFIN;Acc:ZDB-GENE-050208-493]	10	140	16	210	319	131	236	13	438	293	262	377	10.403536670113281	158.2914247909341	21.709046358906107	157.2719830316391	316.2341916107351	172.334170937588	295.2766999003422	13.307699362351922	311.0499572277915	326.499902384727	191.4024492480865	303.39621349241077	0.5201917532367352
ENSDARG00000060350	0.27623241742246757	0.9997058626486705	-0.5945584533586208	2	37207461	37215989	1	protein_coding	apoda.2	apolipoprotein Da, duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-070912-551]	2393	1000	1546	1682	1207	302	1276	809	1654	2771	909	833	2489.566325158108	1130.6530342209576	2097.6366044293027	1259.673692662938	1196.535013398612	397.2894627721494	1596.4960553933754	828.1483680109773	1174.6041763807468	3087.8198959320084	664.0642227729413	670.368821854584	0.5160216947706573
ENSDARG00000042993	0.645963029663761	0.9997058626486705	-0.18956948113910027	16	25080764	25085327	-1	protein_coding	prss1	serine protease 1 [Source:ZFIN;Acc:ZDB-GENE-010131-7]	34895	16649	22534	20721	16637	6362	15731	15021	19640	26463	10960	12853	36303.14121036029	18824.242366744726	30574.478165724388	15518.251239993306	16492.75312171724	8369.389278663624	19682.19392428933	15376.534778606787	13947.536894871748	29488.62428944379	8006.758945645145	10343.638015962746	0.5156165588174513
ENSDARG00000044204	0.6109413102400811	0.9997058626486705	-0.34063700898588994	6	39905021	39912440	1	protein_coding	endou	endonuclease, polyU-specific [Source:NCBI gene;Acc:791216]	458	138	278	273	162	43	122	184	158	408	80	84	476.48197949118827	156.03011872249215	377.1946804859936	204.45357794113085	160.5954201910316	56.56770496424644	152.64303977899044	188.35512943636567	112.20523571230835	454.64832823538774	58.443495953614196	67.60021732987401	0.5138070525914191
ENSDARG00000035438	0.9472826303095895	0.9997058626486705	0.046388041961339284	5	32221755	32233862	1	protein_coding	myhc4	myosin heavy chain 4 [Source:ZFIN;Acc:ZDB-GENE-030131-6206]	794	1117	607	1504	1261	908	573	35	1374	1023	1761	1910	826.0408116069945	1262.9394392248098	823.5869462410004	1126.366964188501	1250.066820128956	1194.4994443612968	716.9218179783732	35.828421360178254	975.7594548652638	1139.963823001965	1286.4874546789326	1537.1001797626116	0.5102557774453096
ENSDARG00000069878	NA	NA	-1.1280504035110803	3	58158595	58165254	-1	protein_coding	snu13a	SNU13 homolog, small nuclear ribonucleoprotein a (U4/U6.U5) [Source:ZFIN;Acc:ZDB-GENE-040426-879]	194	35	253	46	324	13	182	354	48	186	381	234	201.82861140019764	39.57285619773352	343.2742955502028	34.45005342597809	321.1908403820632	17.101864291516364	227.71338721128083	362.37889032866	34.0876665455114	207.26614963672088	278.3371494790876	188.31489113322047	0.5050719915470362
ENSDARG00000093054	NA	NA	-3.856288482782445	5	42322847	42344441	1	processed_transcript	BX548073.3	NA	69	0	70	6	0	0	53	149	1	0	2	0	71.78440302378164	0	94.97707782021422	4.493485229475403	0	0	66.3121402318565	152.52670807618742	0.7101597196981542	0	1.461087398840355	0	0.49414684386101154
ENSDARG00000095464	0.5306274539863916	0.9997058626486705	-0.37644756593656337	5	10046643	10056341	1	protein_coding	gstt2	glutathione S-transferase theta 2 [Source:NCBI gene;Acc:393493]	50	330	198	382	257	370	343	36	340	494	602	495	52.0176833505664	373.115501292916	268.6494486914631	286.0852262766007	254.77174684626618	486.74536829700423	429.15215282126	36.85209054189763	241.4543046973724	550.4810640889253	439.7873070509468	398.3584235510433	0.4779897885821221
ENSDARG00000003132	0.658624939935113	0.9997058626486705	0.4529939777107191	7	49901483	49908518	1	polymorphic_pseudogene	apip	APAF1 interacting protein [Source:NCBI gene;Acc:447941]	5	8	150	3	5	2	5	190	241	2	2	5	5.201768335056641	9.045224273767662	203.52230961474476	2.2467426147377014	4.956648771328136	2.6310560448486715	6.255862286024199	194.49714452668195	171.14849244725514	2.2286682756636655	1.461087398840355	4.023822460111548	0.472536249601623
ENSDARG00000012366	0.3516401173234169	0.9997058626486705	-0.4720717434366592	5	44814064	44829719	-1	protein_coding	fbp2	fructose-1,6-bisphosphatase 2 [Source:ZFIN;Acc:ZDB-GENE-040822-23]	987	375	654	617	773	129	624	445	863	956	456	436	1026.829069340181	423.99488783285915	887.3572699202871	462.080064431054	766.2979000473298	169.7031148927393	780.7316132958199	455.5327858651235	612.867838099507	1065.303435767232	333.12792693560095	350.87731852172703	0.46491531131949876
ENSDARG00000068006	0.012939800886061836	0.3583976406261922	-2.810455590810596	8	40476811	40490593	1	protein_coding	gck	glucokinase (hexokinase 4) [Source:ZFIN;Acc:ZDB-GENE-060825-204]	210	32	55	55	30	24	65	44	75	779	19	13	218.47427007237889	36.18089709507065	74.62484685873974	41.19028127019119	29.739892627968814	31.572672538184058	81.32620971831457	45.041443995652664	53.26197897736156	868.0662933709978	13.880330288983371	10.461938396290025	0.4551624364621669
ENSDARG00000103457	0.9429286599748149	0.9997058626486705	0.07821273048832968	15	32798333	32818871	1	protein_coding	spartb	spartin b [Source:ZFIN;Acc:ZDB-GENE-060825-146]	5	218	2	144	0	84	92	1	7	97	145	138	5.201768335056641	246.48236146016876	2.7136307948632634	107.84364550740968	0	110.50435388364421	115.10786606284525	1.0236691817193786	4.971118037887079	108.09041136968777	105.92883641592573	111.05749989907873	0.4489825940564077
ENSDARG00000056210	4.204806901118544e-81	3.1750496910346124e-77	4.407472458152901	8	24968098	24970790	-1	protein_coding	hspa1b	heat shock protein family A (Hsp70) member 1B [Source:ZFIN;Acc:ZDB-GENE-060503-867]	154	343	135	753	376	289	14	16	36	17	22	34	160.2144647197445	387.81399073778846	183.17007865327028	563.9323962991631	372.7399876038758	380.187598480633	17.516414400867756	16.378706907510058	25.565749909133547	18.943680343141157	16.071961387243906	27.36199272875853	0.44730233433157607
ENSDARG00000103687	0.5534952454788341	0.9997058626486705	-0.2707293800462014	21	25226558	25227191	1	protein_coding	sycn.2	syncollin, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-141212-321]	1904	969	1209	1354	886	392	1082	851	960	1655	586	750	1980.8333819895686	1095.602790160108	1640.3898154948427	1014.029833451616	878.3181622793456	515.6869847903396	1353.7685986956365	871.1424736431912	681.753330910228	1844.2229981116832	428.098607860224	603.5733690167323	0.4410168181103464
